timestamp_utc,timestamp_local,temperature_c,relative_humidity_pct,wind_speed_10m_mps,solar_radiation_wm2,dew_point_c,surface_pressure_kpa
2024-05-28 14:00:00+00:00,2024-05-28 19:30:00+05:30,39.72,8.98,1.9,0.0,1.11,96.81
2024-05-28 15:00:00+00:00,2024-05-28 20:30:00+05:30,40.07,8.78,1.01,0.0,1.08,96.87
2024-05-28 16:00:00+00:00,2024-05-28 21:30:00+05:30,39.39,9.11,0.8,0.0,1.04,96.91
2024-05-28 17:00:00+00:00,2024-05-28 22:30:00+05:30,37.71,9.88,1.62,0.0,0.88,96.93
2024-05-28 18:00:00+00:00,2024-05-28 23:30:00+05:30,35.6,11.09,2.32,0.0,0.84,96.91
2024-05-28 19:00:00+00:00,2024-05-29 00:30:00+05:30,33.76,12.33,2.83,0.0,0.88,96.89
2024-05-28 20:00:00+00:00,2024-05-29 01:30:00+05:30,32.53,13.31,3.2,0.0,0.95,96.88
2024-05-28 21:00:00+00:00,2024-05-29 02:30:00+05:30,31.62,14.14,3.29,0.0,1.09,96.89
2024-05-28 22:00:00+00:00,2024-05-29 03:30:00+05:30,30.74,15.15,3.12,0.0,1.34,96.9
2024-05-28 23:00:00+00:00,2024-05-29 04:30:00+05:30,30.23,15.97,2.65,0.0,1.65,96.94
2024-05-29 00:00:00+00:00,2024-05-29 05:30:00+05:30,30.78,15.76,2.07,46.33,1.91,97.01
2024-05-29 01:00:00+00:00,2024-05-29 06:30:00+05:30,33.75,13.43,3.14,193.5,2.05,97.1
2024-05-29 02:00:00+00:00,2024-05-29 07:30:00+05:30,37.26,10.93,3.99,376.48,1.91,97.18
2024-05-29 03:00:00+00:00,2024-05-29 08:30:00+05:30,41.19,8.88,4.53,564.53,2.05,97.24
2024-05-29 04:00:00+00:00,2024-05-29 09:30:00+05:30,43.86,8.06,4.28,775.38,2.73,97.24
2024-05-29 05:00:00+00:00,2024-05-29 10:30:00+05:30,45.63,7.69,4.18,889.67,3.37,97.2
2024-05-29 06:00:00+00:00,2024-05-29 11:30:00+05:30,46.92,7.46,4.36,966.55,3.9,97.15
2024-05-29 07:00:00+00:00,2024-05-29 12:30:00+05:30,47.75,7.5,4.72,955.08,4.58,97.07
2024-05-29 08:00:00+00:00,2024-05-29 13:30:00+05:30,48.07,7.87,5.09,865.58,5.45,96.98
2024-05-29 09:00:00+00:00,2024-05-29 14:30:00+05:30,47.97,8.1,5.05,679.92,5.76,96.92
2024-05-29 10:00:00+00:00,2024-05-29 15:30:00+05:30,47.6,8.16,4.7,444.02,5.6,96.88
2024-05-29 11:00:00+00:00,2024-05-29 16:30:00+05:30,46.76,8.34,4.11,269.02,5.3,96.87
2024-05-29 12:00:00+00:00,2024-05-29 17:30:00+05:30,45.19,8.99,2.67,117.28,5.18,96.87
2024-05-29 13:00:00+00:00,2024-05-29 18:30:00+05:30,42.18,10.66,1.51,11.12,5.3,96.91
2024-05-29 14:00:00+00:00,2024-05-29 19:30:00+05:30,41.52,10.93,0.98,0.0,5.14,96.98
2024-05-29 15:00:00+00:00,2024-05-29 20:30:00+05:30,40.18,11.68,1.38,0.0,5.04,97.06
2024-05-29 16:00:00+00:00,2024-05-29 21:30:00+05:30,38.08,13.04,2.19,0.0,4.98,97.12
2024-05-29 17:00:00+00:00,2024-05-29 22:30:00+05:30,36.53,14.24,2.66,0.0,5.03,97.14
2024-05-29 18:00:00+00:00,2024-05-29 23:30:00+05:30,35.51,15.3,2.72,0.0,5.26,97.15
2024-05-29 19:00:00+00:00,2024-05-30 00:30:00+05:30,34.95,16.19,2.27,0.0,5.62,97.14
2024-05-29 20:00:00+00:00,2024-05-30 01:30:00+05:30,34.14,17.4,1.94,0.0,6.0,97.14
2024-05-29 21:00:00+00:00,2024-05-30 02:30:00+05:30,33.16,19.11,2.36,0.0,6.56,97.14
2024-05-29 22:00:00+00:00,2024-05-30 03:30:00+05:30,32.98,20.54,3.01,0.0,7.44,97.18
2024-05-29 23:00:00+00:00,2024-05-30 04:30:00+05:30,32.77,23.11,4.01,0.0,8.96,97.26
2024-05-30 00:00:00+00:00,2024-05-30 05:30:00+05:30,33.31,25.47,5.21,44.2,10.84,97.36
2024-05-30 01:00:00+00:00,2024-05-30 06:30:00+05:30,35.32,25.4,5.93,183.77,12.5,97.46
2024-05-30 02:00:00+00:00,2024-05-30 07:30:00+05:30,39.19,23.21,6.45,390.77,14.38,97.56
2024-05-30 03:00:00+00:00,2024-05-30 08:30:00+05:30,42.47,20.01,7.35,579.55,14.81,97.6
2024-05-30 04:00:00+00:00,2024-05-30 09:30:00+05:30,44.52,16.4,7.02,793.38,13.34,97.61
2024-05-30 05:00:00+00:00,2024-05-30 10:30:00+05:30,45.97,13.03,6.28,907.47,10.98,97.56
2024-05-30 06:00:00+00:00,2024-05-30 11:30:00+05:30,47.05,10.09,5.52,950.55,8.05,97.49
2024-05-30 07:00:00+00:00,2024-05-30 12:30:00+05:30,47.65,7.8,5.09,937.88,4.95,97.39
2024-05-30 08:00:00+00:00,2024-05-30 13:30:00+05:30,47.77,6.41,5.06,872.85,2.54,97.31
2024-05-30 09:00:00+00:00,2024-05-30 14:30:00+05:30,47.49,5.74,5.46,743.75,0.99,97.25
2024-05-30 10:00:00+00:00,2024-05-30 15:30:00+05:30,46.89,5.28,5.86,561.8,-0.41,97.21
2024-05-30 11:00:00+00:00,2024-05-30 16:30:00+05:30,45.9,5.06,5.91,352.48,-1.6,97.19
2024-05-30 12:00:00+00:00,2024-05-30 17:30:00+05:30,44.25,5.15,4.78,159.73,-2.51,97.21
2024-05-30 13:00:00+00:00,2024-05-30 18:30:00+05:30,39.23,6.72,3.16,15.5,-2.87,97.26
2024-05-30 14:00:00+00:00,2024-05-30 19:30:00+05:30,36.85,7.55,3.49,0.0,-3.25,97.32
2024-05-30 15:00:00+00:00,2024-05-30 20:30:00+05:30,35.66,7.98,3.6,0.0,-3.39,97.39
2024-05-30 16:00:00+00:00,2024-05-30 21:30:00+05:30,34.53,8.53,3.61,0.0,-3.37,97.45
2024-05-30 17:00:00+00:00,2024-05-30 22:30:00+05:30,33.43,9.25,3.51,0.0,-3.18,97.47
2024-05-30 18:00:00+00:00,2024-05-30 23:30:00+05:30,32.37,10.07,3.26,0.0,-2.88,97.46
2024-05-30 19:00:00+00:00,2024-05-31 00:30:00+05:30,31.68,10.7,2.77,0.0,-2.61,97.43
2024-05-30 20:00:00+00:00,2024-05-31 01:30:00+05:30,32.02,10.56,1.97,0.0,-2.51,97.41
2024-05-30 21:00:00+00:00,2024-05-31 02:30:00+05:30,32.31,10.39,1.3,0.0,-2.51,97.41
2024-05-30 22:00:00+00:00,2024-05-31 03:30:00+05:30,32.06,10.54,0.96,0.0,-2.51,97.43
2024-05-30 23:00:00+00:00,2024-05-31 04:30:00+05:30,31.31,11.11,1.14,0.0,-2.42,97.47
2024-05-31 00:00:00+00:00,2024-05-31 05:30:00+05:30,30.67,11.74,1.65,51.95,-2.16,97.53
2024-05-31 01:00:00+00:00,2024-05-31 06:30:00+05:30,33.68,10.27,2.48,211.15,-1.65,97.61
2024-05-31 02:00:00+00:00,2024-05-31 07:30:00+05:30,37.12,8.9,2.74,412.95,-1.0,97.67
2024-05-31 03:00:00+00:00,2024-05-31 08:30:00+05:30,42.43,6.7,3.01,586.7,-0.7,97.7
2024-05-31 04:00:00+00:00,2024-05-31 09:30:00+05:30,45.7,6.07,3.49,689.85,0.4,97.69
2024-05-31 05:00:00+00:00,2024-05-31 10:30:00+05:30,46.9,6.29,3.98,833.6,1.68,97.64
2024-05-31 06:00:00+00:00,2024-05-31 11:30:00+05:30,47.72,6.51,4.63,952.65,2.7,97.56
2024-05-31 07:00:00+00:00,2024-05-31 12:30:00+05:30,48.18,6.69,5.45,967.08,3.36,97.47
2024-05-31 08:00:00+00:00,2024-05-31 13:30:00+05:30,48.21,6.77,6.31,863.58,3.55,97.38
2024-05-31 09:00:00+00:00,2024-05-31 14:30:00+05:30,47.86,6.8,6.62,735.65,3.37,97.32
2024-05-31 10:00:00+00:00,2024-05-31 15:30:00+05:30,47.26,6.94,6.63,546.72,3.19,97.28
2024-05-31 11:00:00+00:00,2024-05-31 16:30:00+05:30,46.25,7.27,6.56,330.83,3.08,97.26
2024-05-31 12:00:00+00:00,2024-05-31 17:30:00+05:30,44.72,7.87,5.67,135.9,3.0,97.28
2024-05-31 13:00:00+00:00,2024-05-31 18:30:00+05:30,40.47,10.04,3.43,14.1,3.12,97.34
2024-05-31 14:00:00+00:00,2024-05-31 19:30:00+05:30,38.1,11.71,3.49,0.0,3.47,97.41
2024-05-31 15:00:00+00:00,2024-05-31 20:30:00+05:30,36.96,13.01,3.49,0.0,4.07,97.48
2024-05-31 16:00:00+00:00,2024-05-31 21:30:00+05:30,35.95,14.6,3.45,0.0,4.91,97.52
2024-05-31 17:00:00+00:00,2024-05-31 22:30:00+05:30,35.05,16.41,3.38,0.0,5.89,97.52
2024-05-31 18:00:00+00:00,2024-05-31 23:30:00+05:30,34.23,18.35,3.29,0.0,6.85,97.49
2024-05-31 19:00:00+00:00,2024-06-01 00:30:00+05:30,33.48,20.27,3.18,0.0,7.68,97.45
2024-05-31 20:00:00+00:00,2024-06-01 01:30:00+05:30,32.7,22.15,3.07,0.0,8.31,97.43
2024-05-31 21:00:00+00:00,2024-06-01 02:30:00+05:30,31.97,23.67,3.03,0.0,8.68,97.43
2024-05-31 22:00:00+00:00,2024-06-01 03:30:00+05:30,31.34,24.91,3.1,0.0,8.91,97.49
2024-05-31 23:00:00+00:00,2024-06-01 04:30:00+05:30,30.83,25.63,3.26,0.05,8.9,97.56
